poi_id,name,category,address,phone,latitude,longitude,source
OSM0945,"Unico Hospitals PLC, Green Rd, Dhaka",hospital,,,23.7442875,90.3849571,osm_live
OSM0947,"Mukul Dental Clinic, Hospital, Green Square Road, Dhaka",hospital,,,23.7425856,90.3844798,osm_live
OSM0948,"Dutch-Bangla Bank Limited (DBBL) - Fast Track, Green Rd, Dhaka",bank,,,23.7439387,90.3847477,osm_live
OSM0950,"Pubali Bank Limited, Private sector bank, Science Lab, Mirpur Rd, Dhaka",bank,,,23.7396929,90.3836057,osm_live
OSM0951,Aftab Restaurant and Kabab,restaurant,"Keari Crescent Tower, Jigatola Bus Stand",,23.7392659,90.3753332,osm_live
OSM0952,The International Driving School,school,,,23.748207,90.3803298,osm_live
OSM0953,KolaBagan Bus stop,bus_station,,,23.7456423,90.3817927,osm_live
OSM0954,Anwer Khan Modern Medical College Library,college,,,23.7455516,90.3825155,osm_live
OSM0955,Baitus Salah Mosque,place_of_worship,,,23.7478097,90.3805647,osm_live
OSM0956,Kalabagan East Bus Stop,place_of_worship,,,23.7475556,90.3805653,osm_live
OSM0957,Dutch-Bangla Bank Limited - Fast track | ATM Booth,bank,,,23.750345,90.3790538,osm_live
OSM0960,Maisha Hotel & Restaurant,restaurant,,,23.7506628,90.3789628,osm_live
OSM0961,"Apollo Hospital Information Center, Health consultant",hospital,,,23.7522205,90.38069,osm_live
OSM0963,Lake View Jame Mosque,place_of_worship,,,23.7507826,90.3788515,osm_live
OSM0965,Export Import Bank of Bangladesh Limited,bank,,,23.7528655,90.3810807,osm_live
OSM0966,"Meena Bazar, Supermarket",supermarket,,,23.7451184,90.3719054,osm_live
OSM0967,"Neuro ICU, IBN SINA HOSPITAL",hospital,,,23.7516289,90.3683414,osm_live
OSM0969,Sunnydale Junior School (I to V),school,,,23.7494146,90.3753101,osm_live
OSM0971,Anam Rangs Plaza Shopping mall,supermarket,,,23.7424713,90.3743091,osm_live
OSM0972,Mastermind English Medium School (Junior Section),school,,,23.7536326,90.3763138,osm_live
OSM0973,Sobhanbagh Masjid & Madrasah Complex,religion,,,23.7542284,90.3764086,osm_live
OSM0974,Green Gems International School,school,,,23.7457999,90.3743591,osm_live
OSM0975,"Chowdhury Community Center,",community_centre,,,23.7441492,90.3765747,osm_live
OSM0976,Wisdom International School,school,,,23.7504214,90.3689192,osm_live
OSM0980,Sunnydale Middle School,school,,,23.7444354,90.3796563,osm_live
OSM0981,Rainbow Heart Limited,hospital,,,23.7500283,90.3686964,osm_live
OSM0983,"Al-Noor Eye Hospital, Hospita",hospital,,,23.7538137,90.3657717,osm_live
OSM0984,State College of Health Sciences,college,,,23.7517196,90.3683672,osm_live
OSM0985,"Nizams Shankar Plaza, Shopping mall",mall,,,23.7506661,90.3681554,osm_live
OSM0986,West Dhanmondi Jaame Masjid,place_of_worship,,,23.7508273,90.3668121,osm_live
OSM0987,Mohammadpur RAB Office,police,,,23.7532193,90.3657454,osm_live
OSM0988,Square Hospitals,hospital,Pantha Path,,23.7530278,90.3817096,osm_live
OSM0989,Dr Fazlul Haque Colorectal Hospital Ltd.,hospital,Shatmosjid Road,01755-697173,23.7436028,90.3728104,osm_live
OSM0990,Earth House School,school,"91/4, Road 11A",+8801766686046,23.7465626,90.3707789,osm_live
OSM0992,Sugar & Spice,restaurant,"40, ধানমণ্ডি ১৬",+880 1705-525568,23.7534444,90.3702185,osm_live
OSM0993,Mövenpick,ice_cream,,,23.7534442,90.3692041,osm_live
OSM0994,Shahjalal Islami Bank,bank,সাতমসজিদ রোড,,23.7468177,90.371219,osm_live
OSM0995,পিক এ বোল,restaurant,"774, সাতমসজিদ রোড",+880 1330-303055,23.7511295,90.3677541,osm_live
OSM0996,Smashed Burgers,fast_food,"75, সাতমসজিদ রোড",,23.7512485,90.3676543,osm_live
OSM0997,কস্তরী সুলতান,fast_food,"2, Road 13",,23.7537384,90.3766281,osm_live
OSM0998,Dr. Lina's Skin & Aesthetics,doctors,"59, Delvistaa Fuljhuri, Level: 11, Satmasjid Road, Dhanmondi",,23.7485932,90.3697246,osm_live
OSM0999,Brewd Harmony Coffee Roasters,restaurant,"Level 11, Chefmate Lounge",,23.7389085,90.378719,osm_live
OSM1000,Sundora Beauty,perfumery,"750, সাতমসজিদ রোড",+880 1966-444455,23.7466933,90.3707436,osm_live
OSM1001,ম্মোকি স্টেশন,restaurant,ধানমণ্ডি ২,,23.7386826,90.3775496,osm_live
OSM1002,Smokey Station,restaurant,"38/1, ধানমণ্ডি ২",+880 1787-355020,23.7386826,90.3775496,osm_live
OSM1003,Chamichi,cafe,"60, Dhanmondi 16",,23.7520391,90.3678534,osm_live
OSM1004,ChefMate Lounge,food_court,"32, ধানমণ্ডি ২",,23.7389774,90.3787366,osm_live
OSM1006,Road House Music,music,"262, Road 10/A",01733-902226,23.7448994,90.3704593,osm_live
OSM1007,Ibn Sina Cancer Diagnostic Center,hospital,"47, সাতমসজিদ রোড",01313-095910,23.7462349,90.371005,osm_live
OSM1008,ইবনে সিনা ট্রাস্ট জামে মসজিদ,place_of_worship,"47, Dhanmondi 9/A",01844-141708,23.7452758,90.3725269,osm_live
OSM1009,Buy Perfume in Bangladesh,perfumery,,+880 1511-435436;+880 1519-435436,23.7374303,90.3771051,osm_live
OSM1010,Arabian Fast Food,fast_food,"35, ধানমণ্ডি ২",,23.7383154,90.3780124,osm_live
OSM1011,বেলিসিমো,ice_cream,"35, ধানমণ্ডি ২",,23.7384365,90.3779756,osm_live
OSM1012,Advanced Dental Care,dentist,"House 5/1, Road 4, Dhanmondi",,23.7413241,90.3832247,osm_live
OSM1013,"ঢাকা আঞ্চলিক কেন্দ্র, বাংলাদেশ উন্মুক্ত বিশ্ববিদ্যালয়",university,,01742536259,23.7362636,90.3822976,osm_live
OSM1014,ব্রাক ব্যাংক লিমিটেড,bank,"2, মিরপুর রোড",,23.746757,90.380682,osm_live
OSM1015,BRAC Bank Limited,bank,"Bay's Park Heights, মিরপুর রোড",,23.7467481,90.3806822,osm_live
OSM1016,Waterfall Restaurant and Convention Hall Dhanmondi,restaurant,"Plaza AR, Road No. 14",,23.7547307,90.3759043,osm_live
OSM1017,Maple Leaf International School,school,"96, Road 11A",,23.7473459,90.3716073,osm_live
OSM1019,Southeast Bank,bank,,,23.747632,90.3702939,osm_live
OSM1021,vegetable cart,marketplace,,,23.742183,90.3801791,osm_live
OSM1022,Imon Dry Cleaners (Laundry),laundry,,,23.7517446,90.3838491,osm_live
OSM1026,Temporary Street Vendors,food_court,,,23.7521405,90.3831522,osm_live
OSM1027,Street Vendors,food_court,,,23.7515447,90.3839371,osm_live
OSM1028,Hardware Store,hardware,,,23.7519252,90.3840748,osm_live
OSM1029,Amena Tailor,tailor,,,23.7518394,90.3840704,osm_live
OSM1030,Groceries,yes,,,23.7518055,90.3840678,osm_live
OSM1032,Purnima Saloon,hairdresser,,,23.7519038,90.3838555,osm_live
OSM1033,Gomoti Pharmacy,pharmacy,,,23.7515907,90.3838199,osm_live
OSM1035,Print and Press,printer_ink,,,23.7520212,90.3842532,osm_live
OSM1036,Street Vendors,food_court,,,23.7522215,90.3825297,osm_live
OSM1037,Tea Stall,food_court,,,23.7521444,90.3825404,osm_live
OSM1038,Bhai Bhai Store (Groceries),yes,,,23.7522033,90.3829045,osm_live
OSM1040,Native Rights (Organic Food Store),yes,,,23.7518598,90.3826499,osm_live
OSM1041,General Store,yes,,,23.7516881,90.3825721,osm_live
OSM1042,Food Cart,food_court,,,23.7510046,90.382661,osm_live
OSM1043,Bakery,bakery,,,23.7526237,90.3825115,osm_live
OSM1044,Food Chain,restaurant,,,23.7526457,90.382701,osm_live
OSM1045,Vendors (Fruits and Vegetables),food_court,,,23.7512145,90.3826032,osm_live
OSM1046,Vendors,food_court,,,23.7509334,90.3818676,osm_live
OSM1052,General Store,yes,,,23.7502634,90.3828423,osm_live
OSM1053,Vendors (Banana),food_court,,,23.7487429,90.3833874,osm_live
OSM1055,Vendors,food_court,,,23.7487319,90.3840862,osm_live
OSM1056,Vendors (Fruits and Vegetable),food_court,,,23.7487822,90.3844465,osm_live
OSM1057,Nandini Tailor,tailor,,,23.7490597,90.3826241,osm_live
OSM1066,General Store,yes,,,23.748692,90.3834151,osm_live
OSM1069,Stationery  Store,yes,,,23.7488281,90.3828012,osm_live
OSM1070,General Store,yes,,,23.7486758,90.382697,osm_live
OSM1071,Bappi Electric House,hardware,,,23.748679,90.3830478,osm_live
OSM1072,Baba Mayer Doa Bedding Store,yes,,,23.7486874,90.3831505,osm_live
OSM1073,Hardware Store,yes,,,23.7488167,90.3842725,osm_live
OSM1075,Hardware Store,yes,,,23.7498655,90.3845088,osm_live
OSM1076,General Store,yes,,,23.7497864,90.3844946,osm_live
OSM1077,Bakarah Ator Store,yes,,,23.7491826,90.3842226,osm_live
OSM1078,Local Restaurant,yes,,,23.7490519,90.3842841,osm_live
OSM1079,Saloon,hairdresser,,,23.7488221,90.3840037,osm_live
OSM1081,Print,printer_ink,,,23.748788,90.3838463,osm_live
OSM1082,Restaurant,yes,,,23.7488271,90.384063,osm_live
OSM1084,Grocery Store,yes,,,23.7487095,90.3841693,osm_live
OSM1086,Grocery Store,yes,,,23.7493392,90.3844588,osm_live
OSM1089,Vendors (Fish),food_court,,,23.7499415,90.3844644,osm_live
OSM1090,Vendors (Temporary Raw Market),food_court,,,23.749685,90.3844296,osm_live
OSM1097,Rickshaw/CNG Stand,taxi,,,23.7526655,90.3842193,osm_live
OSM1100,Rickshaw Stand,taxi,,,23.752198,90.382532,osm_live
OSM1101,Street Vendors,food_court,,,23.7508611,90.3839234,osm_live
OSM1104,Grocery Store,yes,,,23.750969,90.3828351,osm_live
OSM1105,EBL 365,atm,,,23.7453931,90.3814104,osm_live
OSM1106,Shwapno,supermarket,,,23.7527006,90.3810928,osm_live
OSM1107,KFC,fast_food,,,23.7429091,90.3827046,osm_live
